,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,275.00","1,375.00","1,325.00",Rs./Quintal,170.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,785.00,885.00,835.00,Rs./Quintal,105.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,320.00","1,420.00","1,370.00",Rs./Quintal,190.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,800.00,900.00,850.00,Rs./Quintal,70.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,160.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,810.00,910.00,860.00,Rs./Quintal,170.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,290.00","1,390.00","1,340.00",Rs./Quintal,180.00,Metric Tonnes,24-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,790.00,890.00,840.00,Rs./Quintal,190.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,315.00","1,415.00","1,365.00",Rs./Quintal,150.00,Metric Tonnes,23-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,400.00","1,350.00",Rs./Quintal,170.00,Metric Tonnes,22-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,280.00","1,380.00","1,330.00",Rs./Quintal,190.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,850.00,950.00,900.00,Rs./Quintal,220.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,290.00","1,390.00","1,340.00",Rs./Quintal,187.50,Metric Tonnes,20-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,930.00,"1,030.00",980.00,Rs./Quintal,240.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,320.00","1,420.00","1,370.00",Rs./Quintal,200.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,940.00,"1,040.00",990.00,Rs./Quintal,270.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,335.00","1,435.00","1,385.00",Rs./Quintal,210.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,950.00,"1,050.00","1,000.00",Rs./Quintal,250.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,965.00,"1,065.00","1,015.00",Rs./Quintal,230.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,685.00,785.00,735.00,Rs./Quintal,110.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,980.00,"1,080.00","1,030.00",Rs./Quintal,240.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,365.00","1,465.00","1,415.00",Rs./Quintal,185.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,675.00,775.00,725.00,Rs./Quintal,60.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,990.00,"1,090.00","1,040.00",Rs./Quintal,220.00,Metric Tonnes,14-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,670.00,770.00,720.00,Rs./Quintal,130.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,685.00,785.00,735.00,Rs./Quintal,170.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,010.00","1,110.00","1,060.00",Rs./Quintal,230.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,675.00,775.00,725.00,Rs./Quintal,150.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,030.00","1,130.00","1,080.00",Rs./Quintal,220.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,680.00,780.00,730.00,Rs./Quintal,140.00,Metric Tonnes,11-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,065.00","1,165.00","1,115.00",Rs./Quintal,240.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,090.00","1,190.00","1,140.00",Rs./Quintal,210.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,700.00,800.00,750.00,Rs./Quintal,160.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,080.00","1,160.00","1,120.00",Rs./Quintal,180.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,730.00,830.00,780.00,Rs./Quintal,140.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,100.00","1,150.00","1,125.00",Rs./Quintal,200.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,680.00,780.00,730.00,Rs./Quintal,155.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,080.00","1,180.00","1,130.00",Rs./Quintal,220.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,690.00,790.00,740.00,Rs./Quintal,170.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,100.00","1,200.00","1,150.00",Rs./Quintal,170.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,710.00,810.00,760.00,Rs./Quintal,145.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,110.00","1,210.00","1,160.00",Rs./Quintal,230.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,730.00,830.00,780.00,Rs./Quintal,160.00,Metric Tonnes,04-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,150.00","1,250.00","1,200.00",Rs./Quintal,210.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,220.00","1,320.00","1,270.00",Rs./Quintal,195.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,765.00,865.00,815.00,Rs./Quintal,150.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,"1,200.00","1,300.00","1,250.00",Rs./Quintal,180.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Basti,Basti APMC,Vegetables,Potato,Desi,FAQ,750.00,850.00,800.00,Rs./Quintal,120.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,750.00,850.00,800.00,Rs./Quintal,31.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,700.00,780.00,740.00,Rs./Quintal,31.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,800.00,860.00,830.00,Rs./Quintal,30.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,770.00,830.00,800.00,Rs./Quintal,30.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,230.00","1,330.00","1,280.00",Rs./Quintal,20.00,Metric Tonnes,30-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,170.00","1,250.00","1,200.00",Rs./Quintal,20.00,Metric Tonnes,30-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,800.00,880.00,840.00,Rs./Quintal,28.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,750.00,850.00,800.00,Rs./Quintal,28.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,230.00","1,330.00","1,280.00",Rs./Quintal,34.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,150.00","1,230.00","1,200.00",Rs./Quintal,34.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,820.00,920.00,870.00,Rs./Quintal,13.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,800.00,880.00,840.00,Rs./Quintal,13.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,240.00","1,340.00","1,290.00",Rs./Quintal,34.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,140.00","1,200.00","1,170.00",Rs./Quintal,34.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,230.00","1,320.00","1,280.00",Rs./Quintal,33.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,120.00","1,190.00","1,160.00",Rs./Quintal,33.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,820.00,920.00,870.00,Rs./Quintal,29.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,810.00,900.00,840.00,Rs./Quintal,29.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,240.00","1,340.00","1,290.00",Rs./Quintal,32.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,190.00","1,270.00","1,230.00",Rs./Quintal,32.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,850.00,950.00,900.00,Rs./Quintal,25.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,860.00,920.00,890.00,Rs./Quintal,25.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,320.00","1,420.00","1,370.00",Rs./Quintal,30.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,120.00","1,200.00","1,160.00",Rs./Quintal,30.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,850.00,950.00,900.00,Rs./Quintal,30.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,780.00,860.00,810.00,Rs./Quintal,30.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,300.00","1,360.00","1,330.00",Rs./Quintal,25.00,Metric Tonnes,23-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,200.00","1,280.00","1,240.00",Rs./Quintal,25.00,Metric Tonnes,23-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,900.00,980.00,940.00,Rs./Quintal,28.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,880.00,970.00,930.00,Rs./Quintal,28.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,920.00,"1,020.00",970.00,Rs./Quintal,24.00,Metric Tonnes,21-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,890.00,960.00,930.00,Rs./Quintal,24.00,Metric Tonnes,21-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,300.00","1,360.00","1,330.00",Rs./Quintal,30.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,260.00","1,320.00","1,290.00",Rs./Quintal,30.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,910.00,"1,010.00",960.00,Rs./Quintal,30.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,880.00,970.00,920.00,Rs./Quintal,30.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,360.00","1,460.00","1,410.00",Rs./Quintal,30.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,280.00","1,380.00","1,330.00",Rs./Quintal,30.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,930.00,"1,030.00",980.00,Rs./Quintal,31.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,900.00,990.00,940.00,Rs./Quintal,31.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,360.00","1,460.00","1,410.00",Rs./Quintal,30.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,270.00","1,370.00","1,320.00",Rs./Quintal,30.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,940.00,"1,040.00",990.00,Rs./Quintal,29.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,920.00,990.00,960.00,Rs./Quintal,29.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,350.00","1,450.00","1,400.00",Rs./Quintal,32.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,270.00","1,370.00","1,320.00",Rs./Quintal,32.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,960.00,"1,060.00","1,010.00",Rs./Quintal,30.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,910.00,990.00,950.00,Rs./Quintal,30.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,340.00","1,440.00","1,390.00",Rs./Quintal,30.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,330.00","1,400.00","1,370.00",Rs./Quintal,30.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,000.00","1,080.00","1,040.00",Rs./Quintal,31.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,960.00,"1,050.00","1,000.00",Rs./Quintal,31.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,310.00","1,410.00","1,360.00",Rs./Quintal,20.00,Metric Tonnes,16-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,650.00,750.00,700.00,Rs./Quintal,31.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,600.00,700.00,650.00,Rs./Quintal,31.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,005.00","1,105.00","1,055.00",Rs./Quintal,28.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,980.00,"1,070.00","1,020.00",Rs./Quintal,28.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,320.00","1,420.00","1,370.00",Rs./Quintal,30.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,FAQ,"1,320.00","1,420.00","1,370.00",Rs./Quintal,30.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,670.00,770.00,720.00,Rs./Quintal,25.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,650.00,740.00,700.00,Rs./Quintal,25.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,000.00","1,100.00","1,050.00",Rs./Quintal,23.00,Metric Tonnes,14-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,970.00,"1,070.00","1,020.00",Rs./Quintal,23.00,Metric Tonnes,14-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,300.00","1,400.00","1,330.00",Rs./Quintal,11.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,Non-FAQ,"1,250.00","1,320.00","1,280.00",Rs./Quintal,11.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,270.00","1,370.00","1,320.00",Rs./Quintal,28.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,Non-FAQ,"1,200.00","1,290.00","1,250.00",Rs./Quintal,28.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,700.00,760.00,730.00,Rs./Quintal,30.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,640.00,720.00,680.00,Rs./Quintal,30.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,260.00","1,360.00","1,310.00",Rs./Quintal,29.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,700.00,780.00,740.00,Rs./Quintal,29.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,600.00,680.00,640.00,Rs./Quintal,29.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,040.00","1,140.00","1,090.00",Rs./Quintal,33.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,010.00","1,080.00","1,040.00",Rs./Quintal,33.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,660.00,760.00,710.00,Rs./Quintal,24.00,Metric Tonnes,11-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,620.00,720.00,670.00,Rs./Quintal,24.00,Metric Tonnes,11-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,100.00","1,180.00","1,140.00",Rs./Quintal,29.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,060.00","1,140.00","1,100.00",Rs./Quintal,29.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,210.00","1,310.00","1,260.00",Rs./Quintal,27.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,100.00","1,200.00","1,150.00",Rs./Quintal,30.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,110.00","1,210.00","1,150.00",Rs./Quintal,30.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,170.00","1,270.00","1,220.00",Rs./Quintal,23.00,Metric Tonnes,09-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,660.00,760.00,710.00,Rs./Quintal,39.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,630.00,700.00,660.00,Rs./Quintal,39.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,130.00","1,230.00","1,180.00",Rs./Quintal,28.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,130.00","1,200.00","1,160.00",Rs./Quintal,28.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,670.00,770.00,720.00,Rs./Quintal,38.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,640.00,720.00,680.00,Rs./Quintal,38.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,110.00","1,210.00","1,160.00",Rs./Quintal,21.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,"1,080.00","1,170.00","1,130.00",Rs./Quintal,21.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,"1,170.00","1,270.00","1,220.00",Rs./Quintal,31.00,Metric Tonnes,07-11-2025
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Badshah,FAQ,700.00,760.00,730.00,Rs./Quintal,40.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj APMC,Vegetables,Potato,Desi,Non-FAQ,650.00,730.00,690.00,Rs./Quintal,40.00,Metric Tonnes,07-01-2026
